id,name,height,weight,base_experience,types,abilities,moves
33,nidorino,9,195,128,poison,"hustle, poison-point, rivalry","amnesia, attract, beat-up, bide, blizzard, body-slam, bubble-beam, captivate, confide, counter, curse, cut, defense-curl, detect, dig, double-edge, double-kick, double-team, drill-run, earth-power, echoed-voice, endure, facade, flatter, focus-energy, frustration, fury-attack, headbutt, helping-hand, hidden-power, hone-claws, horn-attack, horn-drill, ice-beam, iron-tail, leer, mimic, mud-slap, natural-gift, peck, poison-jab, poison-sting, protect, rage, rain-dance, reflect, rest, return, rock-smash, round, secret-power, shadow-claw, shock-wave, skull-bash, sleep-talk, sludge-bomb, smart-strike, snore, stomping-tantrum, strength, substitute, sucker-punch, sunny-day, super-fang, swagger, tackle, take-down, thief, thunder, thunderbolt, toxic, toxic-spikes, venom-drench, venoshock, water-gun, water-pulse"
34,nidoking,14,620,253,"ground, poison","poison-point, rivalry, sheer-force","amnesia, aqua-tail, attract, avalanche, beat-up, bide, blizzard, body-press, body-slam, brick-break, bubble-beam, bulldoze, captivate, chip-away, confide, counter, curse, cut, defense-curl, detect, dig, double-edge, double-kick, double-team, dragon-pulse, dragon-tail, drill-run, dynamic-punch, earth-power, earthquake, echoed-voice, endure, facade, fire-blast, fire-punch, fissure, flamethrower, flatter, fling, focus-blast, focus-energy, focus-punch, frustration, fury-attack, fury-cutter, giga-impact, headbutt, helping-hand, hex, hidden-power, high-horsepower, hone-claws, horn-attack, horn-drill, hyper-beam, ice-beam, ice-punch, icy-wind, incinerate, iron-tail, leer, mega-kick, mega-punch, megahorn, mimic, mud-shot, mud-slap, natural-gift, outrage, pay-day, peck, poison-jab, poison-sting, power-up-punch, protect, quash, rage, rain-dance, reflect, rest, return, roar, rock-blast, rock-climb, rock-slide, rock-smash, rock-tomb, round, sand-tomb, sandstorm, scorching-sands, secret-power, seismic-toss, shadow-ball, shadow-claw, shock-wave, skull-bash, sleep-talk, sludge-bomb, sludge-wave, smack-down, smart-strike, snore, stealth-rock, stomping-tantrum, stone-edge, strength, submission, substitute, sucker-punch, sunny-day, super-fang, superpower, supersonic, surf, swagger, tackle, take-down, taunt, thief, thrash, throat-chop, thunder, thunder-punch, thunderbolt, torment, toxic, toxic-spikes, uproar, venom-drench, venoshock, water-gun, water-pulse, whirlpool"
35,clefairy,6,75,113,fairy,"cute-charm, friend-guard, magic-guard","after-you, alluring-voice, ally-switch, amnesia, attract, baby-doll-eyes, baton-pass, bestow, bide, blizzard, body-slam, bounce, brick-break, bubble-beam, calm-mind, captivate, charge-beam, charm, chilling-water, confide, copycat, cosmic-power, counter, covet, curse, dazzling-gleam, defense-curl, detect, dig, disarming-voice, double-edge, double-slap, double-team, drain-punch, draining-kiss, dream-eater, dual-wingbeat, dynamic-punch, echoed-voice, encore, endeavor, endure, facade, fairy-wind, fake-tears, fire-blast, fire-punch, flamethrower, flash, fling, focus-punch, follow-me, frustration, grass-knot, gravity, growl, headbutt, heal-bell, heal-pulse, healing-wish, helping-hand, hidden-power, hyper-voice, ice-beam, ice-punch, icy-wind, imprison, incinerate, iron-tail, knock-off, last-resort, life-dew, light-screen, lucky-chant, magic-coat, magical-leaf, mega-kick, mega-punch, meteor-beam, meteor-mash, metronome, mimic, minimize, misty-explosion, misty-terrain, moonblast, moonlight, mud-slap, mystical-fire, natural-gift, night-shade, nightmare, play-rough, pound, power-up-punch, present, protect, psybeam, psych-up, psychic, psyshock, psywave, rage, rain-dance, recycle, reflect, rest, retaliate, return, rock-smash, role-play, rollout, round, safeguard, secret-power, seismic-toss, shadow-ball, shock-wave, signal-beam, sing, skill-swap, skull-bash, sleep-talk, snatch, snore, soft-boiled, solar-beam, splash, spotlight, stealth-rock, stored-power, strength, submission, substitute, sunny-day, swagger, sweet-kiss, swift, tackle, take-down, telekinesis, teleport, tera-blast, thief, thunder, thunder-punch, thunder-wave, thunderbolt, tickle, toxic, tri-attack, trick, uproar, wake-up-slap, water-gun, water-pulse, wish, wonder-room, work-up, zap-cannon, zen-headbutt"
36,clefable,13,400,242,fairy,"cute-charm, magic-guard, unaware","after-you, alluring-voice, ally-switch, amnesia, attract, baby-doll-eyes, baton-pass, bide, blizzard, body-slam, bounce, brick-break, bubble-beam, calm-mind, captivate, charge-beam, charm, chilling-water, confide, copycat, cosmic-power, counter, covet, curse, dazzling-gleam, defense-curl, detect, dig, disarming-voice, double-edge, double-slap, double-team, drain-punch, draining-kiss, dream-eater, dual-wingbeat, dynamic-punch, echoed-voice, encore, endeavor, endure, facade, fairy-wind, fake-tears, fire-blast, fire-punch, flamethrower, flash, fling, focus-blast, focus-punch, follow-me, frustration, future-sight, giga-impact, grass-knot, gravity, growl, headbutt, heal-bell, heal-pulse, healing-wish, helping-hand, hidden-power, hyper-beam, hyper-voice, ice-beam, ice-punch, icy-wind, imprison, incinerate, iron-tail, knock-off, laser-focus, last-resort, life-dew, light-screen, magic-coat, magical-leaf, mega-kick, mega-punch, meteor-beam, meteor-mash, metronome, mimic, minimize, misty-explosion, misty-terrain, moonblast, moonlight, mud-slap, mystical-fire, natural-gift, night-shade, nightmare, play-rough, pound, power-up-punch, present, protect, psybeam, psych-up, psychic, psyshock, psywave, rage, rain-dance, recycle, reflect, rest, retaliate, return, rock-smash, role-play, rollout, round, safeguard, secret-power, seismic-toss, shadow-ball, shock-wave, signal-beam, sing, skill-swap, skull-bash, sleep-talk, snatch, snore, soft-boiled, solar-beam, splash, spotlight, stealth-rock, stored-power, strength, submission, substitute, sunny-day, swagger, sweet-kiss, swift, tackle, take-down, telekinesis, teleport, tera-blast, thief, thunder, thunder-punch, thunder-wave, thunderbolt, tickle, toxic, tri-attack, trick, uproar, water-gun, water-pulse, wish, wonder-room, work-up, zap-cannon, zen-headbutt"
37,vulpix,6,99,60,fire,"drought, flash-fire","agility, attract, baby-doll-eyes, baton-pass, bide, body-slam, burning-jealousy, captivate, charm, confide, confuse-ray, covet, curse, dark-pulse, dig, disable, double-edge, double-team, ember, encore, endure, energy-ball, extrasensory, facade, feint-attack, fire-blast, fire-spin, flail, flame-burst, flame-charge, flame-wheel, flamethrower, flare-blitz, foul-play, frustration, grudge, headbutt, healing-wish, heat-wave, helping-hand, hex, hidden-power, howl, hypnosis, imprison, incinerate, inferno, iron-tail, memento, mimic, mystical-fire, nasty-plot, natural-gift, ominous-wind, overheat, pain-split, payback, power-swap, protect, psych-up, quick-attack, rage, reflect, rest, return, roar, role-play, round, safeguard, secret-power, skull-bash, sleep-talk, snarl, snore, spite, substitute, sunny-day, swagger, swift, tackle, tail-slap, tail-whip, take-down, tera-blast, toxic, weather-ball, will-o-wisp, zen-headbutt"
38,ninetales,11,199,177,fire,"drought, flash-fire","agility, attract, baby-doll-eyes, baton-pass, bide, body-slam, burning-jealousy, calm-mind, captivate, charm, confide, confuse-ray, covet, curse, dark-pulse, dig, disable, double-edge, double-team, dream-eater, ember, encore, endure, energy-ball, extrasensory, facade, fake-tears, fire-blast, fire-spin, flail, flame-charge, flame-wheel, flamethrower, flare-blitz, foul-play, frustration, giga-impact, grudge, headbutt, healing-wish, heat-wave, helping-hand, hex, hidden-power, howl, hyper-beam, hypnosis, imprison, incinerate, inferno, iron-tail, laser-focus, memento, mimic, mystical-fire, nasty-plot, natural-gift, night-shade, ominous-wind, overheat, pain-split, payback, power-swap, protect, psych-up, psyshock, quick-attack, rage, reflect, rest, return, roar, role-play, round, safeguard, scorching-sands, secret-power, shadow-ball, skull-bash, sleep-talk, snarl, snore, solar-beam, spite, stored-power, substitute, sunny-day, swagger, swift, tackle, tail-slap, tail-whip, take-down, tera-blast, toxic, weather-ball, will-o-wisp, zen-headbutt"
39,jigglypuff,5,55,95,"fairy, normal","competitive, cute-charm, friend-guard","alluring-voice, ally-switch, amnesia, attract, baton-pass, bide, blizzard, body-press, body-slam, bounce, brick-break, bubble-beam, calm-mind, captivate, charge-beam, charm, chilling-water, confide, copycat, counter, covet, curse, dark-pulse, dazzling-gleam, defense-curl, detect, dig, disable, disarming-voice, double-edge, double-slap, double-team, drain-punch, draining-kiss, dream-eater, dynamic-punch, echoed-voice, encore, endeavor, endure, energy-ball, facade, fake-tears, fire-blast, fire-punch, flamethrower, flash, fling, focus-punch, frustration, grass-knot, gravity, gyro-ball, headbutt, heal-bell, helping-hand, hidden-power, hyper-voice, ice-beam, ice-punch, ice-spinner, icy-wind, incinerate, knock-off, last-resort, light-screen, magic-coat, magical-leaf, mega-kick, mega-punch, metronome, mimic, misty-explosion, misty-terrain, mud-slap, nasty-plot, natural-gift, nightmare, pain-split, play-nice, play-rough, pound, power-up-punch, protect, psych-up, psychic, psychic-noise, psyshock, psywave, rage, rain-dance, recycle, reflect, rest, retaliate, return, role-play, rollout, round, safeguard, sandstorm, screech, secret-power, seismic-toss, self-destruct, shadow-ball, shock-wave, sing, skill-swap, skull-bash, sleep-talk, snatch, snore, solar-beam, spit-up, stealth-rock, steel-roller, stockpile, stored-power, strength, submission, substitute, sunny-day, swagger, swallow, sweet-kiss, swift, take-down, taunt, telekinesis, teleport, tera-blast, thief, thunder, thunder-punch, thunder-wave, thunderbolt, toxic, trailblaze, tri-attack, uproar, wake-up-slap, water-gun, water-pulse, wild-charge, work-up, zap-cannon, zen-headbutt"
40,wigglytuff,10,120,218,"fairy, normal","competitive, cute-charm, frisk","alluring-voice, ally-switch, amnesia, attract, baton-pass, bide, blizzard, body-press, body-slam, bounce, brick-break, bubble-beam, calm-mind, captivate, charge-beam, charm, chilling-water, confide, copycat, counter, covet, curse, dark-pulse, dazzling-gleam, defense-curl, detect, dig, disable, disarming-voice, double-edge, double-slap, double-team, drain-punch, draining-kiss, dream-eater, dynamic-punch, echoed-voice, encore, endeavor, endure, energy-ball, expanding-force, facade, fake-tears, fire-blast, fire-punch, flamethrower, flash, fling, focus-blast, focus-punch, frustration, giga-impact, grass-knot, gravity, gyro-ball, headbutt, heal-bell, helping-hand, hidden-power, hyper-beam, hyper-voice, ice-beam, ice-punch, ice-spinner, icy-wind, incinerate, knock-off, laser-focus, last-resort, light-screen, magic-coat, magic-room, magical-leaf, mega-kick, mega-punch, metronome, mimic, minimize, misty-explosion, misty-terrain, mud-slap, nasty-plot, natural-gift, nightmare, pain-split, play-rough, pound, power-up-punch, protect, psych-up, psychic, psychic-noise, psyshock, psywave, rage, rain-dance, recycle, reflect, rest, retaliate, return, role-play, rollout, round, safeguard, sandstorm, screech, secret-power, seismic-toss, self-destruct, shadow-ball, shock-wave, sing, skill-swap, skull-bash, sleep-talk, snatch, snore, solar-beam, spit-up, stealth-rock, steel-roller, stockpile, stored-power, strength, submission, substitute, sunny-day, swagger, swallow, sweet-kiss, swift, take-down, taunt, telekinesis, teleport, tera-blast, thief, thunder, thunder-punch, thunder-wave, thunderbolt, toxic, trailblaze, tri-attack, uproar, water-gun, water-pulse, wild-charge, work-up, zap-cannon, zen-headbutt"
41,zubat,8,75,49,"flying, poison","infiltrator, inner-focus","absorb, acrobatics, aerial-ace, agility, air-cutter, air-slash, assurance, astonish, attract, bide, bite, brave-bird, captivate, confide, confuse-ray, cross-poison, crunch, curse, defog, detect, double-edge, double-team, dual-wingbeat, endure, facade, feint-attack, fly, frustration, giga-drain, gust, haze, headbutt, heat-wave, hidden-power, hypnosis, leech-life, mean-look, mega-drain, mimic, nasty-plot, natural-gift, ominous-wind, payback, pluck, poison-fang, protect, pursuit, quick-attack, quick-guard, rage, rain-dance, razor-wind, rest, return, roost, round, secret-power, shadow-ball, sleep-talk, sludge-bomb, snatch, snore, steel-wing, substitute, sunny-day, super-fang, supersonic, swagger, swift, tailwind, take-down, taunt, thief, torment, toxic, twister, u-turn, uproar, venom-drench, venoshock, whirlwind, wing-attack, zen-headbutt"
42,golbat,16,550,159,"flying, poison","infiltrator, inner-focus","absorb, acrobatics, aerial-ace, agility, air-cutter, air-slash, assurance, astonish, attract, bide, bite, brave-bird, captivate, confide, confuse-ray, cross-poison, crunch, curse, defog, detect, double-edge, double-team, dual-wingbeat, endure, facade, fly, frustration, giga-drain, giga-impact, gust, haze, headbutt, heat-wave, hidden-power, hyper-beam, hypnosis, leech-life, mean-look, mega-drain, mimic, nasty-plot, natural-gift, ominous-wind, payback, pluck, poison-fang, protect, quick-attack, quick-guard, rage, rain-dance, razor-wind, rest, return, roost, round, screech, secret-power, shadow-ball, sleep-talk, sludge-bomb, snatch, snore, steel-wing, substitute, sunny-day, super-fang, supersonic, swagger, swift, tailwind, take-down, taunt, thief, torment, toxic, twister, u-turn, uproar, venom-drench, venoshock, whirlwind, wing-attack, zen-headbutt"
43,oddish,5,54,64,"grass, poison","chlorophyll, run-away","absorb, acid, acid-spray, after-you, attract, bide, bullet-seed, captivate, charm, confide, curse, cut, dazzling-gleam, double-edge, double-team, endure, energy-ball, facade, flail, flash, frustration, gastro-acid, giga-drain, grass-knot, grassy-glide, grassy-terrain, growth, headbutt, helping-hand, hidden-power, infestation, ingrain, leaf-storm, leech-seed, lucky-chant, magical-leaf, mega-drain, mimic, moonblast, moonlight, natural-gift, nature-power, petal-dance, poison-powder, protect, rage, razor-leaf, reflect, rest, return, round, secret-power, seed-bomb, sleep-powder, sleep-talk, sludge-bomb, snore, solar-beam, strength-sap, stun-spore, substitute, sunny-day, swagger, sweet-scent, swords-dance, synthesis, take-down, teeter-dance, tera-blast, tickle, toxic, trailblaze, venoshock, worry-seed"
44,gloom,8,86,138,"grass, poison","chlorophyll, stench","absorb, acid, acid-spray, after-you, attract, bide, bullet-seed, captivate, charm, confide, curse, cut, dazzling-gleam, double-edge, double-team, drain-punch, endure, energy-ball, facade, flail, flash, fling, frustration, gastro-acid, giga-drain, grass-knot, grassy-glide, grassy-terrain, growth, headbutt, helping-hand, hidden-power, infestation, ingrain, leaf-storm, leech-seed, lucky-chant, magical-leaf, mega-drain, mimic, moonblast, moonlight, natural-gift, nature-power, petal-blizzard, petal-dance, poison-powder, pollen-puff, protect, rage, razor-leaf, reflect, rest, return, round, secret-power, seed-bomb, sleep-powder, sleep-talk, sludge-bomb, snore, solar-beam, strength-sap, stun-spore, substitute, sunny-day, swagger, sweet-scent, swords-dance, synthesis, take-down, teeter-dance, tera-blast, tickle, toxic, trailblaze, venoshock, worry-seed"
45,vileplume,12,186,245,"grass, poison","chlorophyll, effect-spore","absorb, acid, acid-spray, after-you, aromatherapy, attract, bide, body-slam, bullet-seed, captivate, charm, confide, corrosive-gas, curse, cut, dazzling-gleam, double-edge, double-team, drain-punch, endure, energy-ball, facade, flail, flash, fling, frustration, gastro-acid, giga-drain, giga-impact, grass-knot, grassy-glide, grassy-terrain, growth, headbutt, helping-hand, hidden-power, hyper-beam, infestation, ingrain, leaf-storm, leech-seed, magical-leaf, mega-drain, mimic, moonblast, moonlight, natural-gift, nature-power, petal-blizzard, petal-dance, poison-powder, pollen-puff, protect, rage, razor-leaf, reflect, rest, return, round, safeguard, secret-power, seed-bomb, sleep-powder, sleep-talk, sludge-bomb, sludge-wave, snore, solar-beam, solar-blade, strength-sap, stun-spore, substitute, sunny-day, swagger, sweet-scent, swords-dance, synthesis, take-down, teeter-dance, tera-blast, tickle, toxic, trailblaze, venoshock, weather-ball, worry-seed"
